id	text	label
416	অসম্ভব কে সম্ভব করা শুধু অন্নত জলিলের কাজ,ক্রিকেটারদের না	Negative
417	ডমেস্টিক লীগের উইকেট গুলোর যথেষ্ট ভেরিয়েশন আছে ও আন্তর্জাতিক মানের	Neutral
418	বাংলাদেশ জিতার কথা,এই রান শ্রীলংকা পারার সম্ভাবনা খুবি কম,	Positive
419	শেষ পর্যন্ত একটা হাস্যকর লীগে পরিণত হল বিপিএল।	Negative
420	এদেশের পোলাফান গুলো এরকমই, যেই রকম এই দেশের সরকার! বাহিরে পারে না শুধু পারে ভেতরে!	Negative
421	শালা হাতুরুর মাথাতে ২টা হাতুড়ির বাড়ি	Negative
422	মাঠে করে দেখাও।	Negative
423	হাত মারছিলেন বুঝি	Negative
424	আসল কারণ হচ্ছে আমরা বাংগালিরা ভালো কে ভাল বলিনা তাই আমাদের দেশে ওর মত কেউ গড়ে উটতেছেনা,	Negative
425	ভাই তোরা খেলা বাদ দিয়ে দে,সাধারন জনগনের টাকা আর নষ্ট করিস না	Negative
426	৩১২ রানের লিড ইতিমধ্যে হয়ে গেছে ।	Negative
427	এতো দুর্বল ভাইবেননা ! একটারে পাইলেই হইব ! গ্যাছাং কইরা দিমু !	Negative
428	জিম্বাবুয়ের সঙ্গে বিশ্বাসঘাতকতা করা হয়েছে । ICCর উচিৎ তদন্ত করা ।	Negative
429	এদের জন সম্মুখে বেত্রাঘাত করা উচিৎ।বালের সাব্বির বালের ইমরুল সবই এক একটা রাম ছাগ	Negative
430	জীবনে সম্ভব লয়	Negative
431	ইমরুল তো দেখায় দিছে সে বিশাল ব্যপার স্যপার।।।।	Negative
432	ভাগ্য ভাল যে মুশি যখন খেলছিল, তখন এত ক্রিকেট বিশ্লেষক ছিল না।	Positive
433	আবেগের সো*নে।	Negative
434	কোন ম্যাচে কে খেলবে বা খেলবে না তা নির্ভর করে বড় বড় কর্মকর্তাদের বানিজ্যের উপর , যে বেশি টাকা দিতে পারবে , তাকে সেই ম্যাচ খেলাতে পারবে ,	Negative
435	স্পিন নির্ভর ক্রিকেট বাদ দিতে হবে!	Negative
436	এই বিরাট ভুলের জন্য টিম ম্যানেজমেন্টের সদস্যদের বিরুদ্ধে প্রয়োজনীয় ব্যবস্থা গ্রহন করাসহ তাদেরকে বিচারের আওতায় আনার জন্যে রাষ্ট্রপতির কাছে জাতির পক্ষ থেকে জোর দাবি জানাচ্ছি.	Negative
437	বাংলাদেশ অব্যশই ফেভারিট।	Negative
438	পাপন খেলা দেখেনি?রাজ্জাক কি জিনিষ মাঠে এসে দেখ	Negative
439	সাকিব থাকলে জিতার সুজোগ ছিল , তবে এখনও সুজোগ আছে তা হল হারার সুজোগ !	Negative
440	হারলে কত কারনেই বের হয়,আর জিতলে সব ঠিক, আজ কে যদি জয় লাভ করতো তখন বলতো এই চার টি কারনের কারনেই বাংলাদেশ জয় লাভ করছে	Negative
441	ভারতীয় বোলারদের বোলিংয়ে পাকিস্তানি ব্যাটসম্যানরা ছিল নিতান্তই অসহায়	Negative
442	আমাদের টাইগারা ভারতের সাথে সিরিস জিতবে।'ইনশাআল্লাহ	Positive
443	দেশের সবখানেই এখন পলিটিক্স	Negative
444	সাকিবের বিরোধিতার জন্য তোরা তো একজনকে খুটি বানিয়েছিস মাত্র	Negative
445	টেস্ট খেলতে পারে একমাত্র মুমিনুল!!!	Positive
446	সাব্বির,মোসাদ্দেক,সানজামুল,রাব্বি,শুভাসিষ আমাদের টেস্ট দলের সদস্য	Neutral
447	তুষার ইমরানকেও দলে সুযোগ দেওয়া উচিত	Positive
448	খেলা ড্র হয়েছে মুলত কার জন্য? আপনারা সবাই বলছেন মমিনুল, মাহমুদুল্লাহ এবং লিটনের জন্য।	Positive
449	আমাদের এখন ক্রিকেট খেলা ছেড়ে দিয়ে এর পিছনে যে অর্থ খরচ করা হয় তা দিয়ে বরন্চ দারিদ্র ও বেকারত্ব দূর করার জন্য প্রকল্প নেয়া হোক।লো।	Negative
450	আর সেই স্বার্থেই একাদশে থেকে ৯৯ রানের জন্য সেঞ্চুরি করতে পারলোনা সাব্বির॥	Negative
451	হেরাথকে সামলাতে পারলে ফলাফল বাংলাদেশের পক্ষে আসতে পারে	Negative
452	।মোসাদ্দেক সাব্বিরের থেকে অনেক ভাল ব্যাটসম্যান।	Neutral
453	আমাদের কোচ চাই ।	Negative
454	অজুহাত দিয়ে দিয়েই তো দলের আজ এই অবস্থা।।।	Negative
455	এই পাগলের বাচ্ছা কি পিচ তৈরী করে????	Negative
456	বেটা আউলার ঘরের আউলা, যে১১ জন কে নিছে ওরা বাল ছিড়তে পারেনি।আর মোসাদ্দেক বাল ফালাই দিলো।	Negative
457	হাতুরে সিংকে এই প্রথম হাতুড়ি পেটা করা হলো	Negative
458	বাংলাদেশ জিতবে তা ১০০% থাকবে।	Positive
459	বাংলাদেশের খেলোয়াদের খারাপ খেলার জন্য সরকারের উচিত সবাইকে সিল্কায় একটি বাড়ী একটি খামার উপহার দেওয়া তবে ডিজিটাল খেলোয়ার পাবে	Negative
460	তাকে নিয়মিত খেলানো উচিত।	Positive
461	বাল ছিড়ে টাল দিছে.... আর কি।	Negative
462	জিতবে শ্রীলংকা।	Positive
463	মনে হয় কত বড় দল হয়ে গেছে! কত ট্রফির মালিক বাংলাদেশ যে ষড়যন্ত্র করে জিততে হবে!!	Negative
464	এ জন্যই তো মাত্র ১১০	Negative
465	দল জেতায় সাকিব কিছু আবালরা ক্রেডিট দেয় মাশরাফিরে	Negative
466	যে যাই বলুক কোচ চন্ডিকা হাথুরুসিংহের গুরুত্ব কিন্তু অনেক বেশী।তা আমরা এই জয়টা খেলার ফলাফলে বুঝতে পেরেছি হাড়েহাড়ে একদম।	Negative
467	দায়িত্ব জ্ঞান হীনতার অভাব?	Negative
468	এত টাকা খরচ করে বিপিএল আয়োজন করার কোন দরকার হয়না।	Negative
469	শালা গাজাখুর নির্বাচক	Negative
470	মাশরাফি ১৬ কোটি মানুষের ভালোবাসা।	Positive
471	রিফুল হক এর মতো প্লেয়ারকে সহজেই ওয়ানডে স্কোয়াডে রাখা হয়না, কিন্তু ঠিকই সাব্বির, লিটন অহরহ ম্যাচ সুযোগ পাচ্ছে আর ডাক্ মারছে ।	Negative
472	আগে বাংলাদেশের ব্যাটিংদেখি তারপরে তোরা লাফাইচ বাবা।	Negative
473	সাকিব ছাড়া বাংলাদেশ স্পিন বোলিং লাইন খুব সাধারণ মানে।	Negative
474	২য় ইনিংসে তো পিচ আরো খারাপ হয়।	Negative
475	মনে হয ছাব্বির ওযারিশ সুত্রে জাতীয দলে জাযগা পেযেছে।তাই তোরা যে যা বলিশ ভাই ওকে সরাবার কেউ নাই।	Negative
476	বুকাছুদা সাব্বির,,,বালের প্লেয়ার সাব্বির,আবাল এক টা প্লেয়ার	Negative
477	ফিল্যান্ডার নাই,স্টেইন,মরকেল ও নাই। কী দল বানাইছে দ.আফ্রিকা রা ১পেশে খেলা হচ্ছে,,ইন্ডিয়ানরা পাত্তাও দিচ্ছেনা.	Negative
478	কিছু বলার নাই আমাদের টীম এর খেলা নিয়ে.আমাদের চুপ থাকাই উচিত	Neutral
479	খন আবার একটা ম্যাচ ভালো না খেলুক তখন আবার জোর গলায় বলবে এই রাজ্জাক কে বাদ দেও খেলতে পারে না	Negative
480	বেটা হাতুরীর অহংকার একেবারে ধুলোয় মিশিয়ে দিলো।	Negative
481	যতদিন ইমরুল কাযেস এর মত থেলোযাড় থাকবে।।।।।।ততদিন বাংলাদেশের এই অবস্হা হবে।	Negative
482	বাংলাদেশ এর বোলিং ব্যাটিং এলমেল হয়ে গেছে। অবস্হা আরও খারাপ হবে।	Negative
483	পরাজয় হয়ছি করার কিছু নাই কিন্তু মাএ ৮২ রানে অলআউট মানতে পারলাম না।!!!	Negative
484	এরা সবাই জিনিস,পরের ম্যাচে অবশ্যই জিতবে	Negative
485	এনামুল হক বিজয়ও তো বাইরে ছিল। ফিরে এসে কি করতে পারছে?	Negative
486	মাহমুদুল্লাহ কেন সাব্বিরের অন্তর্ভুক্তির যুক্তি দিবে??? ।	Negative
487	এই সিরিজে তামিম ভাইয়ের দায়িত্বহীন ব্যাটিং দেখা গেছে	Negative
488	গুগল সার্চ করে মিনহাজের রানরেট দেখে নিন?	Negative
489	সাব্বাস মেক্সওয়েল প্রাণ ঢালা অভিন্দন,,	Negative
490	বিশ্ব Criket যে ভাবে এগিয়ে গেছে ,তার তুলনায় বাংলাদেশ জিরো	Negative
491	রাজ্জাকের একটা উইকেট পাওয়া মানে একেক কর্মকর্তার গালে জুতা মারা।	Negative
492	বিশ্বকাপ ছাড়া খেলা দেখি না তাই কে আসলো না গেল তা নিয়ে আবেগাপ্লুত নই ।	Negative
493	টাকার গরমে অনেক খেলোয়াড় মন্দ আচরণ করেন, এটা ঠিক নয়, ভালো মানুষ হতে শিখুন	Negative
494	দক্ষ, অযোগ্য গভর্ণিং কমিটিকে অবিলম্বে বরখাস্ত করা হউক, অন্তত আগামী বিপিএলের স্বার্থে।	Negative
495	আফগানিস্তান ক্রিকেট টিম থেকে বাংলাদেশের অনেক কিছু শিখবার আছে	Positive
496	অবহেলার জবাব এর থেকে আর কি হতে পারে!!	Neutral
497	ওদের রাগ হাতুরা কেন তাদের বাপ ম্যাছরাফি কে টি২০ থেকে বের করে দিলো!	Negative
498	গেইলের কাছে মার খাবার ভয়ে নিজে বোলিংএ না এসে অন্রদের দিয়ে বোলিং করালেন। এই রকম অধিনায়কই না বাংলাদেশের দরকার।	Negative
499	উইকেটে মুৃমিনুলই সেরা!!	Positive
500	আমারতো মনে হয় এদেরকে রাস্তার পাসে জুতা সেলাইয়ের কাজে লাগালেও এরা ব্যর্থ হ	Negative
501	মমিনুল এর এবার একটা সুন্দরী বোউ চাই	Neutral
502	দঃ আফ্রিকা ডেবিড মিলার'কে এখনো টেষ্টে অভিষেক করে নাই।আর দুই'টা শট খেলতে পারে তাই সাব্বির টেষ্ট দলে,বাহ্।।	Negative
503	হাতুড়েকে কি দেয়নি বিসিবি? প্রশ্নের উত্তর দেন।	Positive
504	এ সময় অনন্ত জলিল কে দরকার অসম্ভব কে করার জন্য!	Negative
505	মিরপুরে সাধারনত রান করা একটু কঠিন......	Neutral
506	মমিনুলকেও বাদ দেয়া হোক সে বাউন্স, স্পিন খেলতে পারে না	Negative
507	ক্রিকেট জগতে সর্ব নিন্ম স্হানে চলে যাচ্ছে বাংলদেশ ক্রিকেট টিম।,	Negative
508	মিরপুর উইকেট ম্যাজিক ৮২ রানে অলআউট,,বাংলাদেশ,	Negative
509	হালার আমাদেরি লজ্জা নেই***কেন আমরা টাইগারদের খেলা দেখি*** একটা কথা আছে নাচতে ন জানলে উঠান বাঁকা	Negative
510	টাইগার বাহিনীর হারের জন্য,,পিচ কিউরেটর গামিনী ডি সিলভাকে মোটা অংকের টাকা জরিমানা করা হোক.....হেটার্সরা বলবে আমি টাইগার বাহিনীর হয়ে কথা বলছি	Negative
511	আমি বুঝি না কিছু বেজন্মা বাংলাদেশী আর কিছুই ভারতীয় ফকিন্নির পুলারা দেশের ব্যাপার নিয়া এতো পাছায় জলন হয় কেন	Negative
512	আমার দেশ আমার গর্ব ....	Positive
513	মতামতের প্রয়োজন নেই, খেলা দেখেন বুঝে যাবেন!!	Neutral
514	সাউথ-আফ্রিকাতে প্রথম ২ টা টেষ্ট ম্যাচে ভারতীয় ব্যাটিং লাইন দেখে আমরা কিন্তু ওদের গালি দেয়নি, কারন সেদিন ভারতীয় ব্যাটসম্যান হারলেও বোলাররা জিতেছিল	Neutral
515	রাজ্জাক ভাই কিন্তু ব্যাটিংও পারে	Positive
516	ইমরুল খারাপ ফর্মে থাকা অবস্থায় তাকে নেওয়া হয়তেছে অথচ শাহরিয়ার নাফিসকে সুযোগ দেওয়া হয়তেছে না।	Negative
517	জয়ের মধ্যে সাকিব ৩ টাতে ম্যান অব দ্যা ম্যাচ এবং ৩ টাতে ম্যান অব দ্যা সিরিজ	Negative
518	এলাহিকান্ড তো ঘটিয়েছেন তামিম, ইমরুল, মুশি আর মিমি।	Negative
519	অবশ্যই বাংলাদেশ, এর কারন,জিম্বাবুয়ে আর শ্রীলংকা এখন শক্তি এক্সপেরিয়েন্স এর দিক দিয়ে অনেক পিছে,	Positive
520	থেষ্ট হইসে টার্গেট! এইবার ডিক্লে দে কাকু হাতুরু! ইজ্জত মাইরবিনি?	Negative
521	বড় নদী সহজে শুখায়না তারই জ্বলন্ত দৃষ্টান্ত।লালা।	Positive
522	বুঝা উচিত ছিল শ্রীলংকাও উপমহাদেশের..	Neutral
523	টি২০ প্লেয়ার সাব্বিরকে নামায়ছে টেস্ট খেলার জন্য।	Negative
524	মনে হয় এই সব মাদার চুদদের সাকিব হোল চুসতে দিয়েছে...তাই সাকিবের দালালি করছে..!!	Negative
525	দল সংখ্যা ৭ থেকে বাড়িয়ে ৯ টি করা হোক।	Neutral
526	এই রাজ্জাক কে প্রথম টেস্ট বসিয়ে রেখে সানজামুল কে খেলানো হলো	Negative
527	ওরা ত ২০০ করছে তোরা ১০০ করতে পারবে না	Negative
528	সুজন এর মতো গতিদানব (শোয়েব আখতার ও ফেল যার কাছে ) এর চেয়ে ভালো কিছু কি আশা করবো ?	Negative
529	পুরো দল যেখানে ফ্লপ মেরেছে, সেখানে মোসাদ্দেক আসলে ছবি সুপারহিট হতো- এমন ভাবাটাই বোকামি	Negative
530	সালারা মনে করে উরা ধুরা মেরে কোনো রকম 20-30 করতে পারলেই বাঁচা গেলো .	Negative
531	মোমিনুল, রাজ্জাক কতোয়না ভালো খেলছে। অথচ এরায় সুযোগ পায়না।	Negative
532	টেস্ট ম্যাচে সাব্বির, টি২০তে মুশফিক কে রাখা ঠিক নয়।	Negative
533	হাথুরুকে ভালো মত জবাব দেওয়া দরকার ছিল	Negative
534	নিজের দেশের মাটিতে ৩৩৯ রানের টার্গেট আহামরি কিছু নয়।	Positive
535	কি ফালতু বলছেন? কৃকেট একজনের খেলা না। পুরো টিমটাকে পারফ্ম করতে হবে।	Negative
536	নান্নুর ছাগলামি দিনদিন বেড়েই চলেছে	Negative
537	এখানে অনেক ভালো মানের ব্যাটসম্যান পাওয়া যায় বাট অন্তর্জাতিক লেভেলে .	Positive
538	পাকিস্তান হলে ১৪ বার ভাগ হইতো।	Negative
539	স্যার মমিনুল লিটন এরা কোহলি ব্রাডম্যান শচীনের প্রতিবিম্ব।	Positive
540	সাব্বির মাহমুদুল্লা মাশরাফি এই তিনজনের বিকল্প খোজার এখনই সঠিক সময় ওরা পুরো সিরিজটা'ই বাজে খেলেছে।।	Negative
541	এই ম্যাচ বাংলাদেশ জিতবে -যারা এমনটা আশা করেন তারা কল্পলোকের বাসিন্দা। এই ম্যাচে কল্পলোক যদি বাস্তব হয়ে যায় তাহলে হোক না!	Negative
542	গতিদানব #সুজন এবং ব্যাটিং লিজেন্ড #নান্নু মিলে ত ক্রিকেটর ভালই উন্নতি করে ফেলেছে....।	Negative
543	শুভাশিষ,রুবেলও রাজ্জাক কে নিলে এই ম্যাচ আমরা জিতবো।	Positive
544	এদের শুধু পিচ নিয়ে চিন্তা। খেলা শেখ আগে ভালো করে।।	Negative
545	তামিমের আসলে আইপিএল এ খেলার যোগ্যতা নাই	Negative
546	যেদিন দেখলাম বাংলদেশের ক্রিকেট খেলোয়ারা বলতে শুরুকরল অামাদের প্রধান কোচ প্রধান মন্ত্রী, সেদিন বুঝতে পারলাম এরা খেলা খেলার জায়গায় না রেখে চাটুকারিতায় লিপ্ত হয়ে পড়েছে	Negative
547	নিজেরা খেলার আগেও তাদের বাংলাদেশের খবর নেয়া চাই, হা হা হা।	Negative
548	সবসময় দলের জন্য নিবেদিত প্রাণ ।	Negative
549	দু একটা ম্যাচ ভাল খেললে ভালো খেলোয়ার হওয়া যায় না ।	Negative
550	ওই ব্যাটা মিনহাজুল কে গরু ছাগলের খামারে বেঁধে রাখা হোক।	Negative
551	সাকিব আসলে সুযোগ আসবেনা	Positive
552	অসাধারণটি ২০ ম্যাচের অনুশীলনের জন্য সাব্বিরকে দলে নিয়েছেন	Negative
553	প্রতিটা সিরিজের আগে কিছুনা কিছু বিতর্ক থাকেই। আমাদের দেশে কি ওয়ার্ল্ড ক্লাস কোচ আছে?	Negative
554	মুমিনুল এর মতো সুন্দর ও একুরেট খেলার এবিলিটি তামিম এর নেই ।	Negative
555	সানজামুল ইসালামের ২০০ রানের বিনিনয়ে কেনা একমাত্র উইকেটটি নাকি তার গুরু নান্নুকে উপহার দিয়েছে?	Negative
556	প্রথমত,রানটা ৩০০ না।এটা ৩৫০ বা তার কাছাকাছি যাবে।	Neutral
557	আমি আসলে এইটা বুঝি না যে বারবার খারাপ পারফমেন্স করার পরেও কেন সাব্বির রহমানকে দলে রাখা হচ্ছে।	Negative
558	বাংলা দেশের ব্যাটিং বিপর্যয় ।।ভাল লক্ষণ নয় ।।	Negative
559	এসব লোকেদের বিমানের উপর তুলে পু** মারা উচিত।যাতে পড়ে যাওয়ার ভয়ে প** মারা নিতেই থাকে	Negative
560	চট্রগ্রাম টেষ্টে ব্যাটিং পিচে দেশের কোন বোলার সুবিধা করতে পারেনি	Negative
561	স্পোর্টিং পিচ তৈরি করে খেলতে হবে,যারা ভাল করবে তারাই জিতবে।	Neutral
562	আমাদের টিম ম্যানেজমেন্ট বড়ই আবেগী!	Negative
563	বোকা চোদা খেলার কিছু বুঝস শালা পাগল।	Negative
564	স্যার শূন্য সরকার আর লিটল বাঁশ এদের জন্য আজ ম্যাচ হেরে গেলো	Negative
565	নির্বাচকদের মাথা খারাপ হয়ছে।	Negative
566	চুদনার ছেলে সাকিব সম্পর্কে কি জানিস *	Negative
567	আসার সাথে সাথে কিভাবে টিম শ্রীলংকাকে বদলে দিল....আমার দের দেশে কিছু বলদ আছে যারা বাংলাদেশ টিমের উন্নতি তে হাতুরির quality খুজে পাই না	Positive
568	কমপক্ষে ৮ জন বেট্সমেন লাগবে।	Neutral
569	সাকিব কে T-20 স্কোয়াডে রাখছে,,যাতে দর্শকের উত্তেজনার পরিমাণ কমে যায় ।	Negative
570	সাকিব,তামিম র্নিভরতা কমাতে হবে, নতুন সাকিব, তামিম খুজে বের করতে হবে,বিজয় কে এতো সুযোগ দেওয়া ঠিক হয়নি	Negative
571	ওদের টেলএন্ডার রা ব্যাটিং পারে।দ্বিতীয়ত,অসম্ভব না।	Positive
572	জ শ্রীলঙ্কান স্পিনার হেরাত ৪০/৪২ বছর বয়সে ক্রিকেট খেলছে!!	Neutral
573	ব্যাটিং, পেস বোলিং কিংবা স্পিন বোলিং কোন ক্ষেত্রেই বাংলাদেশ প্রতিপক্ষের থেকে অপেক্ষাকৃত শক্তিশালী অবস্থায় থাকেনা	Negative
574	ক্রিকেট কে ধ্বংস করে দিচ্ছে শালারা।	Negative
575	টেস্ট ম্যাচে হারছে,,,ওয়ানডেতে ও হারছে,,,দর্শকেরা উত্তেজিত ।	Neutral
576	আমারবনদু মাহামুদললা ভাল খেলে	Negative
577	বাংলাদেশের উচিৎ ক্রিকেট ছেড়ে দেয়া,অযথা টাকা নস্ট করে লাভ কি	Negative
578	বাঁহাতি স্পিনার নাদিম	Neutral
579	টাইগারদের এই জয়টা হাতুরুকে উৎসর্গ করা উচিৎ।	Positive
580	শুধু একজনের জন্যই হারেনি দল! ব্যাটসম্যানদের কাঁপুনি রোগ আর আত্মবিশ্বাসের অভাবেই হারছে দল!	Negative
581	ভাল করেছে বলে এত ভাল ভাল কথা,,যদি উইকেট না পেত এতক্ষনে তার চৌদ্দ গোষ্টি উদ্ধার করে দিত	Negative
582	মাহমুদ সুজন মাথা মোটা যখন খেলত দলের বোঝা হয়ে ।	Negative
583	সাব্বিরের সেঞ্চুরিতে ম্যাচ জিতল	Positive
584	বাংঙালীকে তেল দিতে নেই। ভালো খেলছে, ধন্যবাদ।	Negative
585	যে দলই আসুক না কেন জিতবো ইনসাল্লা আমরাই	Positive
586	বোলারদের সফলতা ছাপিয়ে যাচ্ছে ব্যাটসমানরা।খুবই লজ্জাজনক।	Negative
587	টিম ম্যানেজমেন্টের চরম ভুল ম্যাওকে নেওয়া	Negative
588	ভারতীয় বোলারদের বোলিংয়ে পাকিস্তানি ব্যাটসম্যানরা ছিল নিতান্তই অসহায়	Negative
589	পীরবাবাকে সম্মান দিয়ে কথা বলুন । পীরবাবার সাতটা সার্জারি না হলে পীরবাবা ৫০ বার ৫ উইকেট নিতেন	Negative
590	কাল‌কে তো বাংলা‌দে‌শের গাঁধা খে‌লোয়া‌রেরা ২০০রা‌নের ব্যবধা‌নে হার‌বে	Negative
591	টিমের শক্তি-দুর্বলতা এবং প্লেয়ারদের কোয়ালিটি বিবেচনা করে উইকেট তৈরি করা হয়না সেজন্য বাংলাদেশ দল খুব একটা সুবিধা করে উঠতে পারেনা।	Negative
592	রাজ্জাক বুড়া হয়েগেছে খেলা পারেনা,তাহলে আজ কিভাবে কি করলো।	Positive
593	বাংলাদের দৌড় ঐ জিম্বাবুয়ের সাথেই জেতা	Negative
594	তাইলে খেলারই দরকার নাই	Negative
595	বিপিএল হবে আর বিতর্ক হবেনা তা কি করে হয়??	Negative
596	একটা ভালো খেলোয়ার দশ বারো ইনিংসে চেনা যায়না তাইলে সাব্বির অনেক আগে বাত যাওয়ার কথা??	Negative
597	কি জানোস মাশরাফি সমন্ধে?কয়টা খেলা দেখছোস লাইফে মশরাফির??	Negative
598	মোসাদ্দেকের বদলে সাব্বির! কেমনে কি?	Negative
599	শাব্বির কিভাবে টেষ্ট দলে চান্স পায় বুঝিনা।	Negative
600	৪বছর অপেক্ষার পর যেহেতু জাতীয় দলে খেলার সুযোগ হয়েছে, আশা করি রাজ্জাক সুযোগ কাজে লাগিয়ে তার জায়গা ধরে রাখবে।	Positive
601	পরিসংখ্যানে পিছিয়ে আমরা, আত্মবিশ্বাস স্বপ্ন দেখাচ্ছে!	Negative
602	তোর মতো যারা আছে বিতর্কিত কমেন্ট করে মানুষের মাঝে ঝগরা তৈয়রি করে.! তাদেরকে চাপাতি দিয়ে কুপিয়ে হত্যা করতে হয় তাহলেই দেশে শান্তি আসবে এর আগে নয়..!	Negative
603	পাতানো খেলা	Negative
604	রাজ্জাক কি বুড়ো হয়ে গেছে?	Neutral
605	আজকে খেলোয়াডরা খেলার দিক থেকে বেশি মন দিয়েছে।	Negative
606	এইসব বোকাচোদা নির্বাচক দিয়ে হবে না...পরিবর্তন চাই	Negative
607	ভাবছিলাম বিজয় ৩ বছর পর ফিরে কিছু একটা করবে।	Neutral
608	হায়রে হাম্বালীগ তোরা জীবনে ও মানুষ হবি না।	Negative
609	আহামরি কি কপাল খেলে পোলাপাইন আমরা করি নিজেদের ইচ্ছে পূরণ।	Negative
610	যদিও কাজটা বেশ কঠিন।তবে তামিম,মমিনুল দাঁরিয়ে গেলে আসম্ভব্য নয়	Negative
611	ভাল করতে পারলে কেন নিবে না। স্বাগত জানাই	Positive
612	কিছু দিন আগে সাকিব যখন খেলতে পারলো না তখন সবাই তার সমালোচনা করলো।,	Neutral
613	বাংলাদেশের ব্যাটসম্যানদের সেই চিরচেনা বলকে খোঁচা মারা।।	Negative
614	খানকির বাচ্চা মাশরাফি ব্যাটসম্যান না।	Negative
615	যাই হোক জিতলে আনন্দ করেন কিন্তু অহংকার নয়।।আজ মনে হয় আমরা তার ফল পাইলাম	Negative
616	ছেঁড়া কাথায় শুয়ে লাখ টাকার স্বপ্ন। ১০০ রান করতে পারবে নাকি সন্দেহ। অাবার ৩০০ রান করে জিতবে	Negative
617	ইশান পোড়েল,কনিস্ক শেঠ,সায়ন ঘোষ রা তার উদাহরণ।	Positive
618	এই ফুল এইচডির যুগে, কোটি কোটি টাকার একটি টুর্নামেন্টে এই রকম জঘন্য সম্প্রচার দেখে মনে হয় এখনও সেই বিটিভির যুগে আছি	Negative
619	টপ অর্ডার কি বাল খেলল আজ ?	Negative
620	বুঝে নেন বাংলাদেশকে নিয়ে বিশ্বাস ঠিক কোন জায়গাটায়	Negative
621	লিটনের অনেক দেয়ার আছে তাই তাকে বারবার সুযোগও দেয়া হচ্ছে মুশফিকের উত্তরসূরি হিসেবে।	Negative
622	মিরাজকে কেন দিনের ২৭ ওভার পর বোলিংয়ে আনলেন?	Negative
623	আশা করি লাইগারেরা আজকেই অল আউট হবে।	Negative
624	,গত ম্যাচে ও ডাউব্বা মারছে এখন আজকেও সেই ডাউব্বা এইটাকি ঠিক করলো?	Negative
625	মুমিনুল হলো টেস্ট ক্রিকেটের রত্ন। এই রত্নকে অনেক যতন করতে হবে	Positive
626	প্রধান নির্বাচক মিনহাজুল আবেদীন অদ্ভুত এক যুক্তি দেখিয়েছিলেন, ‘টি-টোয়েন্টি সিরিজে ওকে নিয়ে আমাদের পরিকল্পনা আছে।	Negative
627	আমার মনে হয় সাকিবের পরে আর কাউকে যদি ইস্পিন বোলিং খেলোয়াড় বাংলাদেশে থাকে থাকে সে হলো বাগেরহাটের রাজ্জাক।	Positive
628	হাতুড়‌ের গন্ডার‌ের চামড়া ! ম‌োমিনুল শুধু বলই প‌িটান নাই হাতুড়‌েকেও প‌িটিয়‌েছেন !	Negative
629	সাকিব-তামিমের জুটির রান বাদ দিলে,স্কোরটা কত হয়,অংকটা হিসাব করে নিয়েন।	Negative
630	খুব সম্ভব কিন্তু তোমরা ব্যাটসম্যানরা সেটা অসম্ভব করে তুলবে	Negative
631	বেচারা সাব্বির। তার কি অপরাধ,যার টেষ্ট ম্যাচ খেলার ইচ্ছেই নেই তাকে বাংলাদেশ টিম জোর করে টেষ্টে নামিয়ে দিচ্ছে	Neutral
632	বৃস্টির কারনে কুমিল্লা হারলো?	Neutral
633	২ বলে দলীয় গুরুত্বপূর্ণ ১ রান! (মাত্র ৯৯ রানের জন্য সেঞ্চুরি মিস)	Negative
634	সময় বাংলাদেশের ভাগ্য ড্র রেখেছে, নাহয় হার চাড়া উপায় ছিলোনা.!!	Negative
635	যে কোন কারণে ম্যাচ নাও হতে পারে, সেখানে কেন রিজার্ভ ডে রাখা হলনা?	Negative
636	কোন বাল খেলে খেলুক আমাদের জিততে চাই	Negative
637	মোসাদ্দেককে না নি‌লে চরম ভুল সিদ্ধান্ত হ‌বে	Neutral
638	এই পিচে ৩০০ রান তাড়া করতে বাংলাদেশে অারও ২ বার ব্যটিং করতে হবে.	Negative
639	সাব্বির বাজে। মোসাদ্দেক কে নেয়া উচিৎ	Negative
640	শুভকামনা রাজ্জাক ভাই।	Positive
641	ইমরুল, সাব্বির, লিটন এই গুলারে চিরতরে দল থেকে বহিস্কার করা হোক।	Negative
642	এই বাজিটাজির কথা এখানে আসছে কেন?	Negative
643	৮২ রানে অল উইকেট|	Negative
644	মোসাদ্দেক সানজামুল হটাও,আঃ রাজ্জাক আর সাব্বিরকে দলে ভেড়াও,	Negative
645	অভিনন্দন রাজ,নির্বাচকমণ্ডলীর মুখে নিরব চপেটাঘাত	Negative
646	যা মন চাচ্ছে তাই করছে। সেচ্ছাচারিতা। যাকে ইচ্ছা নিচ্ছে যাকে ইচ্ছা বাদ দিচ্ছে।	Negative
647	সাকিব বিহীন দলটা সত্যিই অনেক অগোচালো	Negative
648	সাধুবাদ জানাই কুমিল্লার অধিনায়ক ও মালিক পক্ষকে।।	Positive
649	আজকে বুঝল রাজ্জাকে কতটুকু দরকার ছিল	Positive
650	নিয়মিত খেললে আরো ভালো করতে পারত।	Positive
651	তোর মত বলদের যে সত্যটা স্বীকার করতে কষ্ট হবে সেটা আমি আগে থেকে জানতাম।	Negative
652	বাংলাদেশ না হেরে কি আর করবে সাব্বিরের মতো খেলোয়ার থাকতে বাংলাদেশ না হেরে জয়ের চিন্তা করতে পারে	Negative
